,run,database,workload,record_nbr,records,type,throughput,throughput_value,runtime,runtime_value
238,load-4,Mongodb,workload i,100,100,OVERALL,Throughput(ops/sec),0.06729475100942124,RunTime(ms),1.486
239,load-5,Mongodb,workload i,100,100,OVERALL,Throughput(ops/sec),0.0664451827242525,RunTime(ms),1.505
240,load-6,Mongodb,workload i,100,100,OVERALL,Throughput(ops/sec),0.07137758743754459,RunTime(ms),1.401
241,load-7,Mongodb,workload i,100,100,OVERALL,Throughput(ops/sec),0.05524861878453039,RunTime(ms),1.81
242,load-8,Mongodb,workload i,100,100,OVERALL,Throughput(ops/sec),0.040983606557377046,RunTime(ms),2.44
243,load-9,Mongodb,workload i,100,100,OVERALL,Throughput(ops/sec),0.06269592476489028,RunTime(ms),1.595
244,load-1,Mongodb,workload i,1000,1k,OVERALL,Throughput(ops/sec),0.3763643206624012,RunTime(ms),2.657
245,load-10,Mongodb,workload i,1000,1k,OVERALL,Throughput(ops/sec),0.38669760247486473,RunTime(ms),2.586
246,load-2,Mongodb,workload i,1000,1k,OVERALL,Throughput(ops/sec),0.4688232536333802,RunTime(ms),2.133
247,load-3,Mongodb,workload i,1000,1k,OVERALL,Throughput(ops/sec),0.2446183953033268,RunTime(ms),4.088
248,load-4,Mongodb,workload i,1000,1k,OVERALL,Throughput(ops/sec),0.25687130747495507,RunTime(ms),3.893
249,load-5,Mongodb,workload i,1000,1k,OVERALL,Throughput(ops/sec),0.27449903925336266,RunTime(ms),3.643
250,load-6,Mongodb,workload i,1000,1k,OVERALL,Throughput(ops/sec),0.3977724741447892,RunTime(ms),2.514
251,load-7,Mongodb,workload i,1000,1k,OVERALL,Throughput(ops/sec),0.4401408450704225,RunTime(ms),2.272
252,load-8,Mongodb,workload i,1000,1k,OVERALL,Throughput(ops/sec),0.2679528403001072,RunTime(ms),3.732
253,load-9,Mongodb,workload i,1000,1k,OVERALL,Throughput(ops/sec),0.235626767200754,RunTime(ms),4.244
254,load-1,Mongodb,workload i,10000,10k,OVERALL,Throughput(ops/sec),0.8007046200656578,RunTime(ms),12.489
255,load-10,Mongodb,workload i,10000,10k,OVERALL,Throughput(ops/sec),0.9390553103577799,RunTime(ms),10.649
256,load-2,Mongodb,workload i,10000,10k,OVERALL,Throughput(ops/sec),0.8022462896109106,RunTime(ms),12.465
257,load-3,Mongodb,workload i,10000,10k,OVERALL,Throughput(ops/sec),0.8383635144198525,RunTime(ms),11.928
258,load-4,Mongodb,workload i,10000,10k,OVERALL,Throughput(ops/sec),0.7154099298898268,RunTime(ms),13.978
259,load-5,Mongodb,workload i,10000,10k,OVERALL,Throughput(ops/sec),0.7932730445819453,RunTime(ms),12.606
260,load-6,Mongodb,workload i,10000,10k,OVERALL,Throughput(ops/sec),0.7462129691814042,RunTime(ms),13.401
261,load-7,Mongodb,workload i,10000,10k,OVERALL,Throughput(ops/sec),0.6521030322791002,RunTime(ms),15.335
262,load-8,Mongodb,workload i,10000,10k,OVERALL,Throughput(ops/sec),0.7412898443291327,RunTime(ms),13.49
263,load-9,Mongodb,workload i,10000,10k,OVERALL,Throughput(ops/sec),0.8732861758798358,RunTime(ms),11.451
264,load-1,Mongodb,workload i,100000,100K,OVERALL,Throughput(ops/sec),1.2810658467845246,RunTime(ms),78.06
265,load-10,Mongodb,workload i,100000,100K,OVERALL,Throughput(ops/sec),1.122952016260345,RunTime(ms),89.051
266,load-2,Mongodb,workload i,100000,100K,OVERALL,Throughput(ops/sec),1.3117162495408994,RunTime(ms),76.236
267,load-3,Mongodb,workload i,100000,100K,OVERALL,Throughput(ops/sec),1.1980065171554537,RunTime(ms),83.472
268,load-4,Mongodb,workload i,100000,100K,OVERALL,Throughput(ops/sec),1.1265701571565367,RunTime(ms),88.765
269,load-5,Mongodb,workload i,100000,100K,OVERALL,Throughput(ops/sec),1.1150633913537984,RunTime(ms),89.681
270,load-6,Mongodb,workload i,100000,100K,OVERALL,Throughput(ops/sec),1.3602296067576207,RunTime(ms),73.517
271,load-7,Mongodb,workload i,100000,100K,OVERALL,Throughput(ops/sec),1.2415111673929506,RunTime(ms),80.547
272,load-8,Mongodb,workload i,100000,100K,OVERALL,Throughput(ops/sec),1.0463534581981795,RunTime(ms),95.57
273,load-9,Mongodb,workload i,100000,100K,OVERALL,Throughput(ops/sec),1.3168810988055886,RunTime(ms),75.937
274,load-1,Mongodb,workload i,1000000,1M,OVERALL,Throughput(ops/sec),1.1502436791234223,RunTime(ms),869.381
275,load-10,Mongodb,workload i,1000000,1M,OVERALL,Throughput(ops/sec),1.4074318028919905,RunTime(ms),710.514
276,load-2,Mongodb,workload i,1000000,1M,OVERALL,Throughput(ops/sec),1.351119470036899,RunTime(ms),740.127
277,load-3,Mongodb,workload i,1000000,1M,OVERALL,Throughput(ops/sec),1.1152524150791048,RunTime(ms),896.658
278,load-4,Mongodb,workload i,1000000,1M,OVERALL,Throughput(ops/sec),1.0949916178391654,RunTime(ms),913.249
279,load-5,Mongodb,workload i,1000000,1M,OVERALL,Throughput(ops/sec),1.1814716883939314,RunTime(ms),846.402
280,load-6,Mongodb,workload i,1000000,1M,OVERALL,Throughput(ops/sec),1.3187392852433075,RunTime(ms),758.3
281,load-7,Mongodb,workload i,1000000,1M,OVERALL,Throughput(ops/sec),1.2708337304688742,RunTime(ms),786.885
282,load-8,Mongodb,workload i,1000000,1M,OVERALL,Throughput(ops/sec),1.2670481326244618,RunTime(ms),789.236
283,load-9,Mongodb,workload i,1000000,1M,OVERALL,Throughput(ops/sec),1.3449953395911485,RunTime(ms),143.497
284,run-9,Mongodb,workloada-checkpoin t,1000000,1M,OVERALL,Throughput(ops/sec),1.2352694122588135,RunTime(ms),1809.54
